Gender,Age,AnnualIncome,DeviceType,TimeSpentOnSite,PagesViewed,PreviousPurchases,DiscountOffered,EmailOpened,AdClicked,MembershipType,Purchase
Male,63,56570.99,Desktop,13.35,12,0,Yes,No,No,No Membership,Yes
Male,22,36328.08,Desktop,16.92,4,3,No,No,Yes,Premium,No
Male,36,76185.63,Mobile,3.56,8,2,Yes,Yes,No,No Membership,Yes
Male,64,44617.78,Desktop,6.41,6,1,No,No,No,Basic,No
Female,55,60317.63,Mobile,2.97,9,2,Yes,No,No,Premium,Yes
Female,28,58342.9,Mobile,2.59,7,1,Yes,Yes,No,No Membership,Yes
Female,60,55821.33,Mobile,3.39,5,3,Yes,No,No,Basic,Yes
Male,37,,Mobile,8.15,4,1,No,Yes,No,No Membership,Yes
Female,37,25261.41,Desktop,4.18,8,1,Yes,Yes,No,No Membership,Yes
Female,38,36962.13,Tablet,10.09,2,0,Yes,Yes,Yes,No Membership,Yes
Female,35,75198.38,Mobile,8.2,3,2,Yes,Yes,No,Premium,Yes
Male,27,62718.41,Mobile,0.12,2,2,Yes,Yes,Yes,Basic,No
Male,51,89367.35,Mobile,5.97,4,0,No,Yes,No,Premium,No
Male,43,36321.31,Desktop,3.44,9,1,No,Yes,No,No Membership,No
Male,47,54448.19,Tablet,3.66,5,1,No,Yes,Yes,Basic,No
Male,26,75937.48,Desktop,10.23,4,2,No,No,Yes,Premium,Yes
Male,63,44815.18,Desktop,4.76,5,0,Yes,No,Yes,No Membership,Yes
Male,48,46263.39,Desktop,13.01,6,0,Yes,No,No,Premium,No
Female,59,49719.88,Mobile,7.49,4,2,No,No,No,Basic,Yes
Male,21,46983.74,Desktop,4.83,6,3,No,No,No,Premium,Yes
Male,23,64572.35,Desktop,8.43,6,3,Yes,No,No,Premium,Yes
Female,31,22956.22,Desktop,0.23,7,1,No,No,Yes,No Membership,Yes
Female,21,84569.07,Desktop,0.16,7,4,No,No,No,Basic,Yes
Female,43,37726.06,Desktop,0.52,3,0,Yes,Yes,Yes,Premium,Yes
Female,64,16890.91,Desktop,3.45,5,3,No,No,Yes,No Membership,No
Female,56,54815.69,Tablet,1.61,3,0,Yes,Yes,No,Basic,Yes
Female,34,48206.78,Tablet,24.91,5,1,No,No,No,No Membership,Yes
Male,36,51796.36,Desktop,4.69,5,1,Yes,No,Yes,Basic,No
Male,23,60626.38,Mobile,6.52,4,2,Yes,No,Yes,Premium,Yes
Male,46,66607.14,Mobile,1.96,4,2,Yes,No,No,No Membership,No
Male,28,85359.72,Desktop,2.33,4,1,No,Yes,No,Premium,Yes
Male,33,42577.46,Mobile,2.45,5,3,No,No,No,Premium,Yes
Female,47,68937.24,Mobile,7.2,7,3,No,No,No,Basic,Yes
Female,42,67760.86,Mobile,3.85,2,1,Yes,No,No,Basic,Yes
Female,57,12000.0,Desktop,4.37,4,1,Yes,No,No,Basic,No
Male,28,40002.5,Mobile,5.38,7,0,Yes,Yes,No,Premium,Yes
Female,24,31834.35,Mobile,8.79,2,2,No,Yes,No,Premium,No
Female,43,63062.07,Mobile,0.57,5,1,Yes,Yes,Yes,Basic,Yes
Male,39,61080.87,Desktop,9.0,10,2,Yes,No,Yes,No Membership,Yes
Female,42,61442.7,Mobile,4.97,9,2,Yes,No,No,Basic,Yes
Male,36,49499.34,Mobile,6.64,6,1,No,No,No,No Membership,No
Male,48,51314.38,Desktop,2.38,3,3,Yes,No,No,Basic,No
Female,43,54485.55,Desktop,3.16,10,3,No,Yes,No,No Membership,No
Male,59,47779.96,Mobile,1.58,1,1,No,No,Yes,Premium,Yes
Male,58,68989.28,Desktop,23.27,11,2,Yes,No,No,No Membership,Yes
Female,53,35746.05,Mobile,4.12,2,1,Yes,Yes,No,No Membership,No
Female,40,40927.35,Desktop,33.25,6,0,Yes,No,No,Premium,Yes
Male,64,57183.75,Mobile,4.04,5,3,Yes,Yes,No,Premium,Yes
Male,30,48377.27,Mobile,1.49,9,2,Yes,No,No,No Membership,Yes
Male,42,35041.93,Desktop,4.25,9,1,No,Yes,Yes,No Membership,Yes
Female,19,64574.66,Desktop,0.24,7,2,No,Yes,No,Premium,Yes
Male,19,44698.83,Mobile,14.11,9,2,Yes,No,Yes,Premium,Yes
Male,33,39795.02,Mobile,10.24,7,2,No,No,No,Basic,Yes
Female,26,51861.17,Desktop,7.76,4,1,No,No,Yes,No Membership,Yes
Female,45,38921.51,Desktop,5.65,2,1,No,Yes,Yes,Basic,No
Male,30,54384.74,Mobile,5.2,3,1,No,Yes,No,Basic,Yes
Female,52,48525.42,Desktop,34.33,5,1,Yes,No,No,Basic,Yes
Female,58,45773.56,Mobile,1.95,4,3,No,No,No,No Membership,No
Male,30,45886.0,Mobile,9.08,2,0,No,No,No,No Membership,No
Male,48,72921.07,Mobile,5.23,2,1,No,No,Yes,Basic,Yes
Female,38,61645.91,Mobile,22.35,3,3,Yes,Yes,No,Premium,Yes
Male,49,24234.46,Mobile,10.55,1,0,No,No,No,Basic,No
Female,51,70893.75,Mobile,39.12,4,1,No,Yes,Yes,Premium,Yes
Male,25,64298.03,Mobile,5.33,4,0,Yes,Yes,Yes,No Membership,No
Male,58,63235.27,Mobile,1.37,7,2,Yes,No,No,Basic,Yes
Male,19,70982.4,Mobile,4.2,6,1,Yes,Yes,No,Basic,No
Male,55,55270.54,Mobile,7.45,1,2,Yes,No,No,Basic,Yes
Male,49,66161.51,Desktop,8.93,4,4,No,No,Yes,Premium,Yes
Male,57,46639.51,Mobile,0.0,5,3,No,Yes,No,Basic,Yes
Female,45,70256.45,Desktop,4.22,5,1,No,Yes,No,No Membership,No
Female,54,58926.04,Mobile,1.61,4,1,No,No,No,No Membership,No
Female,58,30214.69,Mobile,12.47,4,3,No,No,No,Basic,No
Female,18,73654.93,Desktop,1.0,9,2,Yes,Yes,No,Basic,Yes
Male,58,52679.72,Tablet,6.59,9,0,Yes,No,Yes,Premium,Yes
Female,27,50173.79,Mobile,1.86,4,2,No,No,No,No Membership,Yes
Male,21,47031.99,Mobile,2.65,7,3,Yes,No,No,No Membership,Yes
Female,52,48351.45,Desktop,16.94,2,1,Yes,Yes,Yes,Basic,No
Female,27,59133.44,Tablet,1.65,5,4,No,Yes,No,No Membership,Yes
Female,64,37223.56,Tablet,0.6,6,2,No,No,No,Basic,No
Female,28,26764.97,Mobile,0.43,4,0,No,No,No,Basic,Yes
Female,31,35839.62,Mobile,4.21,1,1,No,No,No,No Membership,No
Male,55,61870.92,Desktop,6.16,5,1,No,No,No,Premium,Yes
Male,29,52085.11,Desktop,2.38,2,7,No,No,No,Basic,No
Female,62,75037.48,Desktop,7.03,5,2,Yes,Yes,Yes,Basic,Yes
Male,34,53831.57,Desktop,0.38,7,3,No,No,No,Basic,Yes
Female,33,70165.24,Desktop,11.68,3,1,Yes,No,No,Basic,Yes
Female,52,42529.34,Mobile,10.18,4,3,No,No,No,No Membership,No
Male,19,47167.44,Mobile,25.4,5,0,Yes,Yes,Yes,No Membership,Yes
Female,28,55171.43,Desktop,16.54,6,2,No,Yes,Yes,No Membership,Yes
Female,58,52354.41,Mobile,2.64,6,1,No,No,No,Premium,No
Female,20,50673.43,Mobile,3.06,5,3,Yes,No,Yes,Basic,Yes
Female,46,39301.94,Mobile,8.22,11,1,Yes,Yes,No,No Membership,Yes
Female,35,26459.88,Mobile,0.86,4,5,No,Yes,Yes,No Membership,Yes
Female,37,66358.3,Mobile,2.26,2,0,Yes,Yes,No,Premium,Yes
Female,64,64346.69,Desktop,0.76,6,1,No,Yes,No,Basic,No
Male,31,43950.35,Mobile,3.64,2,1,Yes,No,No,Basic,Yes
Male,51,61819.91,Mobile,4.82,10,2,No,No,No,No Membership,Yes
Female,48,52003.97,Mobile,1.42,2,2,Yes,No,No,Premium,No
Male,57,74911.09,Mobile,0.16,6,1,No,Yes,No,Premium,No
Female,59,31379.33,Tablet,7.62,3,2,No,No,No,No Membership,Yes
Female,35,52718.93,Desktop,0.12,5,2,No,No,No,No Membership,Yes
Male,47,51282.16,Mobile,21.76,4,2,Yes,No,Yes,Basic,Yes
Female,42,57900.09,Desktop,1.5,5,3,Yes,Yes,No,No Membership,No
Female,36,82668.48,Mobile,6.54,5,1,Yes,Yes,No,Basic,Yes
Male,25,52773.09,Tablet,3.42,6,1,No,No,Yes,No Membership,No
Male,45,68376.38,Mobile,0.37,2,1,Yes,No,No,No Membership,Yes
Male,25,52339.31,Mobile,3.83,5,2,Yes,No,No,Premium,Yes
Male,48,74276.43,Desktop,4.36,9,4,Yes,No,No,Premium,Yes
Female,20,68551.27,Desktop,11.57,6,3,No,Yes,Yes,No Membership,Yes
Male,20,49000.33,Mobile,7.91,5,1,No,Yes,No,Premium,Yes
Female,61,47704.58,Desktop,0.5,4,0,No,Yes,No,Basic,No
Male,39,63765.29,Mobile,1.41,5,2,No,No,Yes,Basic,Yes
Male,34,43202.69,Tablet,2.24,4,0,No,No,No,No Membership,No
Female,53,58431.39,Mobile,0.74,5,2,No,Yes,Yes,Premium,Yes
Female,34,48595.66,Tablet,3.66,4,2,No,No,No,No Membership,Yes
Male,31,61625.85,Mobile,24.93,7,1,Yes,Yes,Yes,Basic,Yes
Male,26,52101.68,Mobile,4.34,4,1,Yes,Yes,No,No Membership,Yes
Male,47,42533.54,Tablet,8.13,5,1,No,Yes,No,Basic,No
Male,38,74895.52,Tablet,6.89,3,2,Yes,No,No,Basic,Yes
Female,29,59312.01,Desktop,11.38,3,1,No,No,No,Basic,Yes
Male,54,54035.46,Mobile,1.46,3,1,No,No,No,No Membership,No
Male,49,62559.8,Mobile,8.41,5,4,No,Yes,No,No Membership,Yes
Male,28,24918.63,Mobile,12.79,5,1,No,No,No,No Membership,Yes
Female,37,92623.33,Mobile,1.13,1,0,No,No,Yes,Premium,No
Female,52,55444.38,Desktop,2.56,1,0,Yes,Yes,Yes,No Membership,Yes
Male,64,19662.89,Mobile,21.06,2,3,Yes,Yes,No,Premium,Yes
Female,63,76547.7,Desktop,9.11,5,2,Yes,No,No,Basic,Yes
Male,28,41475.01,Desktop,1.99,5,2,Yes,No,Yes,Premium,Yes
Male,25,73786.84,Mobile,4.98,0,0,Yes,No,No,No Membership,No
Female,21,57188.21,Desktop,3.11,3,2,Yes,Yes,No,No Membership,Yes
Female,44,26732.53,Desktop,4.04,5,4,Yes,No,Yes,Premium,Yes
Female,61,59702.71,Desktop,2.63,4,0,Yes,Yes,No,Basic,Yes
Female,57,58378.77,Mobile,1.97,4,3,No,No,No,Premium,Yes
Male,55,75731.89,Desktop,6.74,1,2,No,No,No,No Membership,Yes
Female,64,64398.95,Mobile,9.05,2,1,Yes,No,No,Basic,No
Male,47,32690.59,Mobile,12.43,6,0,No,No,No,No Membership,No
Female,61,73040.85,Desktop,1.01,7,1,Yes,Yes,Yes,Basic,Yes
Male,44,47546.84,Desktop,10.38,6,2,No,No,Yes,No Membership,Yes
Female,38,85964.78,Mobile,1.76,6,0,Yes,No,No,No Membership,Yes
Male,37,48613.96,Desktop,3.34,6,1,No,Yes,Yes,Basic,Yes
Male,21,51196.76,Tablet,13.9,10,1,Yes,No,No,Basic,Yes
Female,28,40205.43,Mobile,3.64,11,0,No,No,No,No Membership,Yes
Male,30,46025.24,Desktop,1.32,4,1,No,Yes,No,Premium,Yes
Female,26,41267.07,Desktop,1.05,3,2,Yes,Yes,No,Premium,Yes
Male,21,76176.08,Desktop,3.84,5,0,No,Yes,No,Basic,Yes
Male,29,31032.85,Mobile,8.63,4,1,Yes,No,Yes,Basic,Yes
Male,26,69482.43,Mobile,35.28,2,1,Yes,No,Yes,No Membership,Yes
Male,30,69915.88,Tablet,9.29,4,2,Yes,No,No,No Membership,Yes
Female,43,79795.86,Mobile,12.57,3,0,No,No,No,No Membership,No
Male,55,55787.71,Mobile,8.27,7,2,Yes,No,No,Premium,Yes
Female,59,36519.51,Desktop,13.55,6,1,No,Yes,No,Basic,No
Female,30,51908.36,Mobile,0.48,7,0,No,No,No,No Membership,No
Male,56,65704.57,Desktop,15.95,4,3,Yes,Yes,No,No Membership,Yes
Female,45,56525.14,Desktop,3.03,5,3,Yes,No,No,Basic,Yes
Female,36,61601.1,Desktop,15.28,2,4,No,Yes,No,No Membership,Yes
Female,41,79575.15,Desktop,0.47,3,1,Yes,No,Yes,No Membership,Yes
Male,36,65476.06,Mobile,7.54,4,0,Yes,Yes,Yes,Basic,No
Male,30,58571.95,Mobile,7.98,4,0,No,No,No,No Membership,No
Female,30,21801.49,Desktop,34.68,4,2,Yes,No,No,No Membership,Yes
Female,45,40890.69,Mobile,8.79,9,2,Yes,Yes,Yes,No Membership,Yes
Female,19,47715.85,Tablet,2.89,8,0,No,No,No,No Membership,No
Male,27,19411.96,Desktop,4.89,7,0,No,Yes,No,Basic,Yes
Female,39,35033.17,Mobile,2.74,4,3,No,Yes,No,No Membership,Yes
Male,30,50167.85,Desktop,1.31,4,3,Yes,Yes,No,No Membership,No
Male,26,53097.08,Mobile,1.71,7,2,Yes,No,Yes,No Membership,No
Male,50,64104.58,Mobile,1.51,3,2,No,Yes,No,No Membership,Yes
Female,31,51304.73,Desktop,4.78,8,2,No,Yes,No,Premium,Yes
Male,37,59464.73,Desktop,14.2,7,1,Yes,No,Yes,No Membership,Yes
Male,32,47479.79,Mobile,14.63,4,0,No,No,No,No Membership,No
Female,49,55756.24,Mobile,0.34,4,2,No,Yes,No,Premium,No
Male,50,63117.51,Mobile,0.5,3,4,No,Yes,Yes,No Membership,Yes
Male,34,81507.34,Mobile,1.69,5,0,Yes,No,Yes,No Membership,Yes
Male,41,45736.43,Mobile,1.77,3,2,Yes,Yes,Yes,Premium,Yes
Female,47,57595.28,Mobile,0.6,7,2,No,No,No,No Membership,No
Female,30,70644.3,Desktop,2.95,5,1,No,Yes,No,Basic,Yes
Male,64,29087.32,Tablet,5.32,9,2,No,Yes,No,No Membership,Yes
Female,33,90960.87,Mobile,5.18,3,2,No,Yes,Yes,No Membership,Yes
Female,19,76222.55,Mobile,4.7,5,0,No,No,No,No Membership,No
Male,34,24193.21,Desktop,2.48,6,2,Yes,Yes,Yes,Premium,Yes
Female,49,61684.87,Desktop,7.35,4,3,No,No,No,No Membership,Yes
Female,60,44839.84,Tablet,10.51,3,3,No,No,No,No Membership,Yes
Female,25,47847.74,Mobile,2.55,8,1,No,Yes,No,No Membership,No
Male,20,61309.03,Mobile,0.54,13,3,No,Yes,No,Basic,Yes
Female,29,73907.19,Mobile,2.11,1,0,No,Yes,Yes,No Membership,No
Female,37,46614.29,Desktop,0.89,4,3,Yes,Yes,Yes,No Membership,Yes
Male,33,46855.93,Mobile,3.78,5,2,No,Yes,No,Premium,Yes
Male,31,61699.0,Desktop,1.02,3,2,Yes,Yes,No,Premium,Yes
Male,33,65295.21,Mobile,3.73,3,0,No,Yes,No,Premium,No
Male,60,36871.64,Mobile,1.5,4,2,No,Yes,No,Basic,Yes
Female,50,86026.11,Desktop,8.05,3,1,Yes,No,Yes,Premium,No
Male,47,43420.34,Mobile,0.17,4,0,No,Yes,Yes,No Membership,No
Male,29,72364.14,Desktop,4.85,8,2,No,Yes,No,Premium,No
Female,32,63130.68,Mobile,1.11,4,1,Yes,Yes,No,No Membership,Yes
Male,35,65913.83,Mobile,0.01,0,0,Yes,Yes,No,No Membership,Yes
Female,45,43768.87,Mobile,12.2,8,2,No,No,Yes,Basic,Yes
Male,40,23970.7,Mobile,6.68,2,0,No,Yes,No,Premium,No
Male,31,54614.77,Mobile,0.63,5,0,No,Yes,Yes,No Membership,No
Male,47,54688.96,Desktop,6.55,3,1,No,No,Yes,Premium,No
Male,50,37755.61,Desktop,5.68,4,2,Yes,No,Yes,No Membership,Yes
Male,62,71522.98,Mobile,3.85,5,2,No,No,Yes,No Membership,Yes
Female,32,54072.47,Mobile,3.26,1,1,Yes,Yes,No,Basic,Yes
Female,24,40436.69,Tablet,13.09,9,1,Yes,No,Yes,Basic,Yes
Male,32,65531.28,Mobile,1.69,7,2,No,No,No,Basic,No
Female,59,66009.16,Mobile,3.05,5,5,No,Yes,Yes,Basic,Yes
Female,63,42105.74,Mobile,2.39,6,1,No,No,Yes,No Membership,Yes
Female,55,77201.05,Desktop,8.85,3,2,No,Yes,No,Premium,Yes
Male,63,95378.39,Mobile,14.89,6,0,No,Yes,No,Basic,Yes
Male,61,35379.45,Desktop,11.37,4,2,Yes,No,No,Premium,Yes
Male,28,51693.51,Mobile,9.59,6,0,No,Yes,No,No Membership,Yes
Female,46,61066.18,Mobile,25.96,5,0,No,Yes,No,Basic,No
Female,48,96044.68,Mobile,7.17,11,2,Yes,No,No,Basic,Yes
Male,42,41792.01,Desktop,8.34,5,1,No,No,No,Basic,Yes
Male,41,38087.48,Desktop,24.38,9,1,Yes,Yes,No,No Membership,Yes
Female,36,37964.46,Mobile,0.04,7,2,Yes,Yes,No,Basic,Yes
Female,19,76985.62,Mobile,6.03,6,1,Yes,Yes,No,No Membership,No
Female,39,42259.04,Desktop,8.06,6,3,Yes,No,No,Basic,Yes
Female,37,39697.58,Desktop,14.99,7,2,Yes,No,No,Basic,Yes
Male,50,59157.41,Mobile,12.92,5,2,Yes,No,No,No Membership,Yes
Female,25,60547.98,Desktop,11.07,6,0,No,No,Yes,Basic,Yes
Female,42,74278.37,Mobile,17.49,6,1,Yes,No,Yes,Premium,Yes
Male,63,56654.67,Mobile,4.63,6,1,No,No,Yes,Basic,Yes
Female,26,59480.78,Mobile,0.04,4,3,Yes,No,No,Premium,Yes
Female,51,53105.13,Desktop,0.07,7,2,No,No,No,Basic,No
Male,40,31522.48,Mobile,4.72,4,1,Yes,Yes,Yes,No Membership,Yes
Female,22,51407.12,Desktop,3.43,4,0,Yes,No,No,No Membership,No
Female,42,56131.0,Desktop,3.6,7,3,Yes,No,No,No Membership,Yes
Female,25,47011.18,Desktop,3.07,0,2,Yes,No,No,No Membership,Yes
Male,33,26839.83,Mobile,14.99,5,2,No,Yes,Yes,Basic,Yes
Male,62,34570.17,Mobile,2.67,4,1,No,No,No,Premium,Yes
Female,32,54291.14,Tablet,11.64,3,3,Yes,Yes,No,Basic,Yes
Male,18,,Desktop,13.99,4,2,No,No,No,Basic,Yes
Female,39,85281.11,Desktop,4.15,4,1,Yes,No,No,Basic,No
Female,20,51691.05,Mobile,3.55,7,4,Yes,No,Yes,No Membership,Yes
Male,55,42096.26,Mobile,8.59,5,2,Yes,Yes,No,Premium,Yes
Female,31,48294.83,Desktop,7.39,8,0,No,No,No,Premium,Yes
Female,53,36164.53,Mobile,2.39,6,0,No,Yes,Yes,No Membership,Yes
Male,35,69179.42,Desktop,0.65,5,0,No,Yes,No,Premium,Yes
Female,64,93477.01,Mobile,1.85,6,0,No,Yes,Yes,Premium,No
Female,58,42534.37,Mobile,0.84,4,1,Yes,No,Yes,No Membership,Yes
Female,35,33543.25,Mobile,2.1,2,1,No,Yes,Yes,Basic,No
Female,20,73116.7,Mobile,1.82,5,3,Yes,Yes,No,Basic,Yes
Male,27,60724.93,Mobile,6.09,5,0,No,No,No,Premium,Yes
Female,56,61028.72,Desktop,18.54,9,0,No,No,No,Premium,Yes
Female,64,83587.13,Mobile,6.95,7,1,No,Yes,Yes,Basic,Yes
Female,18,,Mobile,15.68,3,2,No,Yes,Yes,Basic,Yes
Female,44,29900.5,Desktop,9.2,2,0,No,Yes,No,Basic,No
Male,44,52089.14,Mobile,7.81,7,1,No,No,No,No Membership,Yes
Female,28,56141.26,Mobile,3.21,5,1,Yes,No,Yes,No Membership,Yes
Male,22,48610.93,Desktop,2.36,5,3,No,No,No,Basic,Yes
Male,24,99293.55,Tablet,11.24,3,3,No,No,No,Premium,Yes
Male,36,49415.64,Mobile,14.15,6,1,No,No,Yes,No Membership,Yes
Female,46,45086.94,Mobile,3.61,2,0,Yes,Yes,No,Basic,Yes
Female,32,57238.18,Desktop,0.05,5,2,Yes,No,Yes,No Membership,Yes
Female,52,72475.96,Mobile,9.44,7,2,No,No,No,Premium,Yes
Female,64,41942.3,Desktop,2.01,4,1,Yes,Yes,No,Basic,No
Female,54,52354.24,Tablet,0.06,8,2,No,Yes,No,Premium,No
Female,29,72987.12,Tablet,9.81,8,1,No,Yes,No,No Membership,Yes
Male,47,73986.52,Mobile,4.37,8,2,No,No,No,Basic,Yes
Male,37,58917.31,Mobile,6.94,3,0,Yes,Yes,No,Basic,No
Male,54,98531.04,Tablet,14.77,4,0,No,No,No,Basic,No
Female,20,90651.72,Mobile,4.67,8,4,No,No,No,Basic,Yes
Female,26,29689.91,Mobile,4.2,11,0,Yes,No,No,Basic,Yes
Male,58,24544.7,Desktop,2.06,7,2,Yes,No,No,No Membership,No
Male,56,69322.86,Mobile,2.18,8,1,Yes,No,No,Premium,Yes
Female,43,79576.58,Mobile,9.55,5,1,Yes,Yes,No,No Membership,Yes
Male,19,50954.34,Desktop,3.58,5,2,Yes,Yes,No,Basic,Yes
Female,40,45960.48,Mobile,1.07,6,3,No,Yes,No,Basic,Yes
Female,40,40234.77,Mobile,0.6,6,0,No,Yes,No,No Membership,No
Male,38,33975.79,Mobile,3.84,0,1,No,Yes,No,Basic,No
Male,33,75454.17,Desktop,3.75,8,4,Yes,Yes,No,No Membership,Yes
Female,26,48136.69,Mobile,6.36,7,1,Yes,No,No,No Membership,Yes
Female,30,60432.41,Mobile,3.82,5,1,No,No,Yes,Premium,Yes
Female,45,22135.5,Desktop,0.93,3,2,No,No,Yes,Basic,Yes
Female,44,73040.88,Desktop,4.25,4,2,No,Yes,No,No Membership,Yes
Male,34,65580.01,Mobile,14.24,6,4,No,Yes,No,No Membership,Yes
Female,55,30795.59,Desktop,1.04,4,1,No,No,No,Basic,No
Female,53,59662.52,Mobile,7.02,4,0,Yes,Yes,Yes,Basic,Yes
Female,18,55085.38,Desktop,5.41,6,3,Yes,No,No,No Membership,Yes
Male,35,46897.21,Mobile,8.28,3,1,Yes,No,No,No Membership,No
Female,26,12000.0,Mobile,0.98,3,2,Yes,No,Yes,Premium,Yes
Female,30,43114.07,Desktop,17.04,3,2,No,No,No,Premium,Yes
Male,57,60443.76,Mobile,5.82,5,0,No,Yes,No,Premium,Yes
Male,62,45125.83,Mobile,11.27,7,2,Yes,No,No,Premium,Yes
Female,32,51009.49,Mobile,1.7,5,0,No,No,No,Basic,No
Male,60,81941.62,Desktop,8.07,6,1,Yes,No,Yes,No Membership,Yes
Male,61,53604.86,Mobile,9.11,2,1,No,No,No,Premium,Yes
Male,63,17257.61,Mobile,3.04,2,2,No,No,No,No Membership,No
Female,21,51672.69,Mobile,2.91,5,1,Yes,No,Yes,No Membership,Yes
Female,50,56789.09,Mobile,6.43,5,4,No,No,Yes,Basic,Yes
Female,41,40143.62,Mobile,0.59,3,1,Yes,No,No,No Membership,No
Male,53,68225.47,Mobile,7.98,9,1,No,Yes,No,No Membership,Yes
Female,58,28679.88,Mobile,0.26,4,1,No,Yes,No,No Membership,No
Female,27,52520.66,Mobile,1.27,6,1,Yes,Yes,No,Basic,Yes
Female,53,28472.34,Desktop,6.55,6,1,No,No,Yes,No Membership,No
Female,37,49677.62,Desktop,0.62,4,1,No,No,No,No Membership,Yes
Male,58,67746.34,Desktop,21.42,8,5,Yes,No,Yes,Premium,Yes
Female,62,52089.76,Mobile,12.17,5,1,No,No,No,Premium,Yes
Male,61,51039.04,Tablet,5.91,5,1,No,Yes,No,No Membership,No
Female,28,55499.86,Mobile,10.26,7,1,No,No,Yes,Basic,Yes
Male,29,56399.81,Tablet,13.11,6,0,No,No,No,No Membership,No
Male,35,67487.53,Mobile,1.8,6,3,Yes,Yes,No,No Membership,Yes
Male,47,67596.68,Mobile,11.36,7,3,No,No,Yes,Basic,Yes
Female,61,80590.53,Mobile,1.3,6,1,Yes,No,No,No Membership,Yes
Male,54,58017.11,Mobile,3.2,9,3,Yes,No,No,Premium,Yes
Female,37,25106.96,Desktop,4.9,4,0,No,Yes,Yes,Basic,No
Male,42,70443.07,Desktop,7.51,5,2,No,No,No,No Membership,Yes
Male,29,79296.84,Tablet,0.18,10,2,No,No,No,Basic,No
Female,38,99310.51,Desktop,2.06,4,0,No,Yes,Yes,Basic,No
Male,42,81130.71,Mobile,5.63,1,3,Yes,No,Yes,No Membership,Yes
Male,28,46174.63,Mobile,2.65,7,1,No,No,No,Basic,Yes
Female,26,58369.31,Tablet,8.95,2,2,Yes,Yes,No,No Membership,Yes
Male,42,50128.72,Desktop,6.33,7,1,No,No,Yes,No Membership,Yes
Male,52,47682.52,Desktop,1.6,6,1,Yes,Yes,No,Premium,Yes
Male,49,52957.26,Mobile,0.95,5,3,Yes,No,No,Basic,Yes
Female,31,78143.38,Mobile,5.95,5,0,No,No,Yes,Basic,Yes
Female,18,26394.92,Tablet,3.59,1,0,Yes,No,Yes,No Membership,No
Female,34,36954.18,Mobile,1.11,4,3,Yes,Yes,Yes,Premium,Yes
Female,42,76950.87,Mobile,2.37,7,0,No,Yes,No,Premium,No
Male,25,81166.03,Mobile,2.17,3,1,Yes,No,No,Basic,Yes
Male,22,43129.08,Desktop,0.69,9,0,Yes,Yes,No,No Membership,Yes
Female,22,84713.47,Mobile,4.75,6,1,No,No,No,Premium,Yes
Male,58,72565.88,Mobile,8.65,7,1,No,No,No,Premium,Yes
Male,52,50180.3,Mobile,5.14,4,3,Yes,No,No,Premium,Yes
Male,36,12000.0,Mobile,10.5,4,2,No,Yes,Yes,No Membership,No
Male,40,24975.73,Mobile,0.82,3,3,Yes,No,No,Basic,No
Female,26,43152.82,Mobile,3.43,6,1,Yes,Yes,Yes,No Membership,Yes
Male,47,68678.87,Tablet,5.64,2,3,Yes,No,Yes,Basic,Yes
Female,33,68735.8,Tablet,6.76,7,1,No,Yes,No,Basic,Yes
Male,50,46603.91,Mobile,7.14,5,0,Yes,No,No,Basic,No
Female,19,50837.06,Desktop,7.83,1,1,No,No,No,Basic,No
Male,31,54415.34,Desktop,6.32,8,2,No,Yes,Yes,Premium,Yes
Male,63,51062.72,Mobile,0.59,7,0,No,No,No,Basic,No
Female,18,57945.41,Mobile,7.13,1,1,No,No,No,Basic,Yes
Female,43,54459.26,Mobile,7.74,2,1,Yes,No,No,No Membership,No
Male,42,24863.91,Mobile,30.2,3,1,No,No,No,No Membership,Yes
Male,33,51263.89,Mobile,7.09,7,4,No,Yes,No,Basic,Yes
Male,32,54593.24,Desktop,6.97,4,0,No,No,No,Basic,No
Male,43,72816.39,Mobile,4.34,2,1,Yes,Yes,No,Basic,Yes
Male,64,40036.49,Desktop,12.15,6,3,No,Yes,No,No Membership,Yes
Male,61,58670.3,Mobile,34.53,2,3,No,No,No,Basic,Yes
Male,33,65131.12,Mobile,9.06,7,0,Yes,Yes,Yes,Premium,Yes
Male,31,52329.75,Mobile,5.69,3,2,Yes,No,Yes,Basic,Yes
Female,46,23413.64,Mobile,0.49,4,2,No,No,No,No Membership,No
Female,41,73181.24,Desktop,7.78,6,2,No,No,No,No Membership,Yes
Female,64,68448.54,Desktop,7.4,4,4,No,No,No,Premium,Yes
Male,32,59117.92,Mobile,8.97,6,1,No,No,No,Basic,No
Male,36,55725.95,Desktop,0.8,5,0,Yes,No,No,No Membership,No
Female,25,22934.35,Tablet,6.36,5,3,No,No,No,Basic,Yes
Male,51,68943.82,Desktop,2.1,5,1,Yes,Yes,No,Basic,Yes
Male,19,81755.13,Mobile,8.57,7,1,Yes,No,Yes,Basic,Yes
Female,44,34952.58,Desktop,1.65,6,1,No,Yes,No,Premium,Yes
Female,27,79210.34,Mobile,6.91,4,2,Yes,Yes,Yes,Premium,Yes
Female,52,75366.24,Desktop,2.1,5,1,Yes,No,No,Basic,No
Male,40,34422.48,Mobile,0.05,6,1,No,Yes,No,Premium,Yes
Male,25,47905.42,Mobile,6.02,3,4,No,No,Yes,Premium,Yes
